,Unnamed: 0.1,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,state_enc
406,478682,478682,2019-07-28 23:32:44,4254074738931278,fraud_Botsford and Sons,home,410.94,Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,1956-05-02,a796d9ec08aa133ae8f820bf28f365d2,1343518364,43.063813,-78.748227,1,34
407,44350,44350,2019-01-27 13:16:00,4209696857872688515,"fraud_Quitzon, Green and Bashirian",shopping_pos,744.69,Sarah,Bell,F,6963 Russell Causeway Suite 231,Galatia,IL,62935,37.8274,-88.6235,1943,"Restaurant manager, fast food",1971-10-19,e2e1234e1ffdfbbad4edbe4307087572,1327670160,38.508788,-88.431028,1,14
408,474462,474462,2019-07-27 22:35:59,4239552724014407,fraud_Boyer-Reichert,shopping_net,1032.03,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,1936-03-27,eea496c28e25fed87d809a1e58228976,1343428559,41.477687,-83.632363,1,35
409,641131,641131,2019-09-29 21:41:39,6011917798331152,"fraud_Hagenes, Kohler and Hoppe",food_dining,199.64,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,5155,43.1699,-72.8515,828,Scientific laboratory technician,1957-08-30,cfa72f88ca5f0c5d71ed6b204fb03adc,1348954899,43.201853,-72.043632,0,46
410,623305,623305,2019-09-22 08:24:24,376656886990758,"fraud_Kerluke, Kertzmann and Wiza",misc_net,2.24,Richard,Vance,M,169 Shelia Knoll Suite 753,Zavalla,TX,75980,31.1569,-94.3871,2836,"Designer, jewellery",1985-12-03,7d33d0218f0195263d8cdd126f331388,1348302264,31.521385,-93.912594,0,43
411,762842,762842,2019-11-23 02:55:27,30044330818990,fraud_Goyette Inc,shopping_net,895.7,Allison,Ayala,F,87665 Karen Mill Apt. 586,Fort Myers,FL,33967,26.4722,-81.8122,224256,Paramedic,1985-08-29,251826a406107fcf406f183c65844d9a,1353639327,25.894072,-80.877549,1,9
412,455401,455401,2019-07-21 03:02:09,2283743876903625,"fraud_Rohan, White and Aufderhar",misc_net,746.95,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,89f07f85e2bbaa2d2b481ad05359cdf4,1342839729,34.45329,-84.747166,1,10
413,405559,405559,2019-07-02 23:35:48,3508104404056005,fraud_Boyer-Reichert,shopping_net,1081.57,Michael,Fisher,M,401 Escobar Port,East Troy,WI,53120,42.8035,-88.4092,9679,"Engineer, production",1991-04-11,65f89c54688e8c58af867988451c5951,1341272148,43.406642,-87.603085,1,48
414,7529,7529,2019-01-05 22:18:52,341546199006537,"fraud_Hauck, Dietrich and Funk",kids_pets,4.58,Mark,Brown,M,8580 Moore Cove,Wales,AK,99783,64.7556,-165.6723,145,"Administrator, education",1939-11-09,8fa7880cf01e6adc96e9654d69f3f035,1325801932,65.052892,-166.067029,1,0
415,268167,268167,2019-05-12 22:46:47,36192615525683,"fraud_Bahringer, Bergnaum and Quitzon",home,242.48,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,01f1fdf9a5486b03a26203795a20f23a,1336862807,35.557521,-107.278459,1,32
416,444201,444201,2019-07-16 15:10:50,3595192916105588,fraud_Padberg-Sauer,home,49.93,Dustin,Roberts,M,3283 James Station,Fayetteville,NC,28314,35.0583,-79.008,238602,"Scientist, research (maths)",1993-05-14,9f1cfbc870b43f9c2d34a1db10ae411d,1342451450,34.931749,-79.566922,0,27
417,874905,874905,2019-12-21 11:13:20,3547560454237873,"fraud_Lind, Huel and McClure",gas_transport,49.36,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,176eb4d00450be62d1a1c28d002ae0fb,1356088400,45.144716,-85.949483,0,22
418,59327,59327,2019-02-04 19:29:21,3556613125071656,"fraud_Armstrong, Walter and Gottlieb",food_dining,9.42,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,decc161839073612784816023ac16005,1328383761,29.696042,-95.008093,0,43
419,21729,21729,2019-01-14 00:22:36,4789911625179723,"fraud_Welch, Rath and Koepp",entertainment,417.97,Dorothy,Zuniga,F,77321 Ford Via,Moriches,NY,11955,40.8095,-72.8229,3285,"Research officer, trade union",1988-04-27,1803da669aedb16aeba85b775bc285e3,1326500556,41.530432,-72.937586,1,34
420,268544,268544,2019-05-13 01:34:53,676309913934,fraud_Lockman Ltd,grocery_pos,289.58,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,7f97a8970cddd9d339f1efcbdd025ccd,1336872893,37.509739,-104.29836,1,5
421,95982,95982,2019-02-26 02:00:13,6011305591981276,fraud_Barton Inc,grocery_pos,315.99,Daniel,Jones,M,290 Kathryn Fall,Huntsville,AL,35803,34.6205,-86.551,190178,"Engineer, automotive",1959-06-06,d4bb762fba8d60a757d13b39db3d3a86,1330221613,34.205973,-86.111165,1,1
422,115523,115523,2019-03-06 14:34:51,6011681934117244,"fraud_Nicolas, Hills and McGlynn",entertainment,16.65,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,1956-06-22,a62e8a98bc9ae832403e8cd5680ed28f,1331044491,35.671158,-88.408441,0,42
423,15972,15972,2019-01-10 11:11:15,676281772837,fraud_Ledner-Pfannerstill,gas_transport,69.82,Alicia,Bishop,F,222 Freeman Islands,Whigham,GA,39897,30.8836,-84.3246,3430,"Editor, commissioning",1950-03-25,b2ae17e6821a374f768db45533eafb0c,1326193875,31.285642,-83.393792,0,10
424,64229,64229,2019-02-07 17:44:29,4707867759656333,"fraud_Bahringer, Bergnaum and Quitzon",home,392.42,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1967-02-04,c4100ea55db8f5b4afb732b65ca42efb,1328636669,35.93273,-83.199834,1,17
425,86220,86220,2019-02-20 00:32:44,3592931352252641,"fraud_Kutch, Hermiston and Farrell",gas_transport,6.56,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,042ad4eb854d85b1602e6f8110c82f56,1329697964,45.442462,-93.29178,1,23
426,12448,12448,2019-01-08 04:26:13,4859525594182537,fraud_Murray-Smitham,grocery_pos,333.09,Rebecca,Farley,F,383 Long Islands,Downsville,NY,13755,42.0716,-75.0152,1228,"Psychotherapist, child",1990-02-25,d26385d8b8d9bd3389331563be51a58d,1325996773,42.908018,-75.716922,1,34
427,559238,559238,2019-08-26 09:07:39,3590736522064285,fraud_Zboncak Ltd,food_dining,116.96,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,d80702113c8924b2a3206e07fc903bd0,1345972059,35.150273,-92.062596,1,2
428,824025,824025,2019-12-09 11:08:31,4585132874641,"fraud_Stroman, Hudson and Erdman",gas_transport,78.61,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,64686,39.7417,-93.6289,271,Land/geomatics surveyor,1972-04-18,285b3e2f30f794d7998138d08dbbf692,1355051311,40.66527,-92.709679,0,24
429,844878,844878,2019-12-14 16:44:02,630471368021,"fraud_Roob, Conn and Tremblay",shopping_pos,900.08,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",1974-09-14,85dc2b3beb51757cbe2f3d0494309f30,1355503442,36.05526,-87.863354,1,17
430,603668,603668,2019-09-13 23:22:37,213136802746375,"fraud_Zboncak, Rowe and Murazik",shopping_net,933.01,Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",1955-01-20,110704f09e13db7acbbda6e7a2538092,1347578557,35.047879,-113.050898,1,3
431,661972,661972,2019-10-08 23:17:40,6011231546538393,fraud_Williamson LLC,misc_pos,9.94,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,7005,40.9115,-74.414,15269,"Psychologist, sport and exercise",1993-07-05,fcc72d8f8c0f04af7a53b9191f184cb4,1349738260,40.766798,-74.045772,1,31
432,431779,431779,2019-07-12 20:17:53,30407675418785,fraud_Kertzmann LLC,health_fitness,63.04,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,71a18d397f9a3f2952e14cd733750d37,1342124273,41.879678,-76.184789,0,34
433,108951,108951,2019-03-03 17:37:32,676369110710,fraud_Renner Ltd,home,50.42,David,Wolfe,M,81261 Garcia Underpass Suite 741,Southfield,MI,48034,42.4969,-83.2911,75830,"Engineer, automotive",1974-12-28,69e9969e204cf93a94b647b53f2b8857,1330796252,41.604661,-84.135418,0,22
434,638249,638249,2019-09-28 23:30:03,3598634130286287,fraud_Dibbert-Green,entertainment,461.13,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",1995-10-10,3fceb6f75f2a719ed6e81885ecfac329,1348875003,41.850865,-95.760883,1,29
435,882918,882918,2019-12-22 18:39:43,4797297220948468262,"fraud_Parker, Nolan and Trantow",entertainment,65.24,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,240159aac6abd722197bf28810a1eca5,1356201583,39.848997,-87.354959,0,15
436,806750,806750,2019-12-06 04:28:48,4873783502705038,fraud_Runolfsson and Sons,grocery_net,38.42,Elizabeth,Maxwell,F,194 Goodman Fall Apt. 569,Burlington,WA,98233,48.4786,-122.3345,14871,Public house manager,1974-03-10,153f48082ab449af1f812b7be093af1b,1354768128,49.283572,-121.834748,0,47
437,57448,57448,2019-02-03 23:35:43,378262805520186,fraud_Botsford Ltd,shopping_pos,802.49,Jacob,Snow,M,93121 Zavala Extensions,Madisonville,LA,70447,30.4287,-90.1773,10150,Commercial horticulturist,1943-07-25,a5f587adcd3a1217e25fbc0188d4c333,1328312143,30.930736,-90.007419,1,18
438,696502,696502,2019-10-24 14:59:32,4169388510116,"fraud_Armstrong, Walter and Gottlieb",food_dining,95.04,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,14537,43.033,-77.1575,207,Database administrator,1962-09-27,335a9f6fd411167ae94695bbfc668ede,1351090772,43.248983,-76.562699,0,34
439,570807,570807,2019-08-31 01:54:02,3554818239968984,fraud_Miller-Hauck,grocery_pos,265.68,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,1970-09-27,3f51c4151e153d215144e5a993f8761b,1346378042,39.070735,-92.265419,1,24
440,403648,403648,2019-07-01 23:18:48,3565943051129759,"fraud_Medhurst, Cartwright and Ebert",personal_care,46.34,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,d68ac3cf093d011d3c7485a04b5b1d13,1341184728,42.060006,-94.260287,0,12
441,97938,97938,2019-02-26 22:16:46,4788103653396,fraud_Dooley Inc,shopping_pos,1134.6,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,3e9a2f0f8a997ad85cecde9220eac801,1330294606,39.923997,-83.41997,1,35
442,936813,936813,2020-01-07 22:52:49,4492491748959010,fraud_Mante Group,misc_net,821.36,Jonathan,Byrd,M,5554 Mack Meadows,Premier,WV,24878,37.3752,-81.6539,337,Advice worker,1986-10-17,3f2f3b4834d49074a28788f301474606,1357599169,38.255953,-82.617133,1,49
443,66167,66167,2019-02-09 01:24:32,4669558618943766,fraud_Kuvalis Ltd,gas_transport,11.98,Daniel,Hernandez,M,7340 Mcgrath Islands,Greenport,NY,11944,41.1039,-72.3674,4299,Broadcast presenter,1968-10-26,6528be7cae8b07b7bb7d0b6795cca0ae,1328750672,41.244746,-72.466685,1,34
444,230719,230719,2019-04-26 22:24:28,3556613125071656,fraud_Goyette Inc,shopping_net,1046.02,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,1999-12-27,ddd8ce05eb1872f99faa45a9a1986bd4,1335479068,28.113199,-94.665967,1,43
445,123577,123577,2019-03-10 07:28:41,2274911989136158,"fraud_Greenholt, Jacobi and Gleason",gas_transport,80.12,Robert,Velazquez,M,3136 Silva Stream,Parker,CO,80138,39.5102,-104.7216,84861,Materials engineer,1932-03-10,387b460dc99519345d674cab757cf00d,1331364521,39.043792,-105.141623,0,5
446,150822,150822,2019-03-22 16:09:29,2720830304681674,fraud_Jacobi Inc,health_fitness,22.44,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,1974-03-28,f6cf6834dafef3c26c190e2a4cfbe39b,1332432569,36.168751,-87.305082,1,42
447,684131,684131,2019-10-19 08:20:26,3560318482131952,fraud_Kuhn LLC,misc_net,12.65,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,9661ac6aeaaedb5ff8765975c69c7afb,1350634826,34.050139,-86.657752,0,1
448,993232,993232,2020-02-09 23:20:00,2713913904780408,fraud_Metz-Boehm,shopping_pos,974.6,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,8979bfb51d531d56c1d64bcd775b066b,1360452000,32.014805,-91.448176,1,18
449,565599,565599,2019-08-28 22:18:59,3526826139003047,"fraud_Streich, Dietrich and Barton",shopping_net,1063.73,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.017,1126,Furniture designer,1955-07-06,0ca0b03685f79db38f964feaea42726b,1346192339,44.787013,-84.775776,1,22
450,773260,773260,2019-11-27 03:58:14,501802953619,"fraud_Huel, Hammes and Witting",grocery_pos,317.84,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,f7a6d4f0fd384cee85dfbe05cef77d4f,1353988694,41.361088,-123.894533,1,4
451,799088,799088,2019-12-03 23:12:49,5130484058948421,fraud_Abshire PLC,entertainment,565.3,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,e8326853d605ec7c31471d4c05362479,1354576369,41.677507,-84.708877,1,35
452,284100,284100,2019-05-20 01:18:13,6011438889172900,"fraud_Hayes, Marquardt and Dibbert",misc_net,850.47,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,2a0c2ef365a20b965321238c64d36494,1337476693,34.92158,-92.282132,1,2
453,50125,50125,2019-01-29 23:36:00,373213026644490,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,715.29,Bobby,Smith,M,3495 Williams Stream,San Diego,CA,92101,32.7185,-117.1593,1241364,Comptroller,1987-11-30,49bff32d4b9b2782768a27affba94d30,1327880160,32.785261,-117.276053,1,4
454,333006,333006,2019-06-07 17:59:01,4518350514020532,fraud_Schmeler-Howe,personal_care,72.38,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1993-02-26,6c7770f9bcc05f4e847f26e5f5fc7841,1339091941,26.963598,-82.026504,0,9
455,431802,431802,2019-07-12 20:25:41,4155021259183870,"fraud_Langosh, Wintheiser and Hyatt",food_dining,29.88,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,48a75a27d530d34d32c6dd24c52ba9c3,1342124741,34.723741,-98.543144,0,36
456,95918,95918,2019-02-26 01:07:09,4788103653396,fraud_Corwin-Collins,gas_transport,13.49,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,45342,39.6321,-84.2675,36784,"Investment banker, corporate",1941-07-31,cfbfb13166a5570d6aadc0d0eca7e253,1330218429,40.281587,-84.786189,1,35
457,249517,249517,2019-05-05 02:00:18,4451438912406400,fraud_Kutch and Sons,grocery_pos,45.26,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960,34.4596,-93.6743,1383,Manufacturing engineer,1999-09-11,6d478a329587c60bbcdea72bd3afa418,1336183218,35.100567,-94.604022,0,2
458,273858,273858,2019-05-15 15:58:41,6538441737335434,fraud_Quitzon-Goyette,home,29.65,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,0216d9707afe89d0ed7dc616588a317a,1337097521,42.286618,-81.103604,0,38
459,298656,298656,2019-05-26 07:55:34,4497913965512794052,fraud_Auer-West,shopping_net,652.38,Scott,Edwards,M,838 Amy Street Suite 107,Pembroke,NC,28372,34.6902,-79.1834,14783,Hospital doctor,1955-11-07,9cce4f28a4de2f17fbc313135b575cb8,1338018934,33.861695,-78.756011,0,27
460,252410,252410,2019-05-05 23:33:33,3527536963490470,"fraud_Towne, Greenholt and Koepp",shopping_net,2.34,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,cc9da284a5eb94e00ea213cf63f439ad,1336260813,32.221009,-80.223955,0,40
461,929095,929095,2020-01-04 03:07:34,3523843138706408,fraud_Cole PLC,grocery_pos,351.61,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,d0ebf03940e8c9541f55597a6413e7db,1357268854,32.007132,-87.893007,1,1
462,138510,138510,2019-03-16 23:48:05,4355790796238264643,fraud_Mohr Inc,shopping_pos,962.98,Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,1969-08-04,4c1d77f8e4b34612737be860cce6a21e,1331941685,39.800844,-91.172989,1,14
463,614603,614603,2019-09-18 05:22:59,4294930380592,fraud_Mraz-Herzog,gas_transport,48.44,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,9ac838de799288dc9c1dbb89971c29dd,1347945779,37.070678,-79.171556,0,45
464,641497,641497,2019-09-29 23:46:47,676179782773,"fraud_Langworth, Boehm and Gulgowski",shopping_net,1002.36,Brittany,Mccarthy,F,621 Reilly Road Apt. 756,Albany,NY,12207,42.656,-73.7508,151022,Sales executive,1957-12-17,4a1d3d15c04490f9028330edcc66436d,1348962407,41.875261,-73.97128,1,34
465,802560,802560,2019-12-05 00:04:58,3517814635263522,"fraud_Swift, Bradtke and Marquardt",grocery_net,12.54,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,2e63c772d045f9f16e0f8931b0e5bc79,1354665898,37.835901,-80.847744,1,49
466,601826,601826,2019-09-12 23:55:30,180046765320457,fraud_Breitenberg-Hermiston,kids_pets,18.22,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963-06-30,2ff349c81d523cbff33811c3faf8b840,1347494130,39.962313,-82.271783,1,35
467,346309,346309,2019-06-11 21:13:12,4464457352619,"fraud_Moore, Williamson and Emmerich",home,261.05,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,32323,29.8826,-84.5964,217,Television production assistant,1990-01-24,b3bc4a5666356d3f291797c7d34fc877,1339449192,30.317238,-84.494646,1,9
468,724540,724540,2019-11-05 05:59:58,4319584480204988982,fraud_Boyer PLC,shopping_net,5.81,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,d226ede4334d341d4e09c8db25ca3c66,1352095198,36.456529,-82.147068,0,17
469,57571,57571,2019-02-04 00:47:57,6569097840281287,fraud_Cormier LLC,shopping_net,1.67,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",1969-12-12,dd9918ab14917eef08176fdad56663bf,1328316477,40.391759,-103.909986,0,5
470,561685,561685,2019-08-26 22:53:03,213178765398315,fraud_Shanahan-Lehner,personal_care,1.22,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",1993-09-11,44324356d223b229861e0d5db4ae6188,1346021583,43.596917,-108.441532,0,50
471,538673,538673,2019-08-19 02:24:49,30135235368675,fraud_Brown PLC,misc_net,753.77,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,27a8f60796bd33de0abfca9fe6310a75,1345343089,39.514535,-94.444112,1,24
472,665606,665606,2019-10-10 23:55:42,4633065159406313,fraud_Spencer PLC,entertainment,511.02,Jasmine,Wade,F,90662 Lewis Avenue,Providence,RI,2908,41.8383,-71.4377,203571,"Nurse, children's",1995-11-29,b6ed650168519f5cc0d13c09bc0353e4,1349913342,40.991473,-71.133934,1,39
473,12823,12823,2019-01-08 09:19:55,4952583804639909,fraud_Mayert Group,shopping_pos,8.73,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,b7c4fd986c88a44c559e4e6596aad23f,1326014395,40.581037,-81.191484,0,35
474,426161,426161,2019-07-10 09:53:17,4610050989831291,fraud_Skiles-Ankunding,grocery_net,41.43,James,Lynch,M,5155 Mary Common Apt. 927,Utica,PA,16362,41.4798,-79.9403,1102,Garment/textile technologist,1989-07-08,46346745ce3fe6b05e3756d895ded7a8,1341913997,41.879715,-80.662244,0,38
475,181421,181421,2019-04-04 23:45:29,6528911529051375,fraud_Terry Ltd,home,403.93,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,0eb22e281ea4f6793660b45c7c1f9816,1333583129,46.19146,-90.679858,1,48
476,135838,135838,2019-03-15 23:35:05,4810839835482794272,fraud_Schiller Ltd,personal_care,3.55,Carolyn,Perez,F,433 Blake Roads Suite 967,Wheaton,MO,64874,36.7651,-94.0492,760,Production manager,1985-08-31,e1620e6c2ba2afbc22d24cd3219b020b,1331854505,37.238918,-94.575172,0,24
477,938193,938193,2020-01-09 00:52:57,6011693194885790,fraud_Pacocha-O'Reilly,grocery_pos,294.28,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,00df4f8c95dcd5f078b0649f486f675d,1357692777,44.798713,-93.639619,1,23
478,869252,869252,2019-12-19 23:40:18,2291163933867244,fraud_Cormier LLC,shopping_net,974.87,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,5f6c7c15a26eba2899bdcadfd8f0a25b,1355960418,34.480347,-80.284676,1,40
479,64720,64720,2019-02-08 01:22:47,502038091380,"fraud_Mosciski, Gislason and Mertz",grocery_pos,102.07,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,7936fe5f41b4c60cf54721d5f81d9bc9,1328664167,36.308323,-93.278601,0,24
480,947643,947643,2020-01-13 22:30:53,349612764943496,"fraud_Schmeler, Bashirian and Price",shopping_net,1029.0,Xavier,Beltran,M,61107 Edwards Dam Apt. 463,Big Creek,KY,40914,37.1046,-83.5706,467,"Psychologist, forensic",1984-06-04,1bcf0ab6c41a8232e0473670fffef087,1358116253,36.728494,-84.213443,1,17
481,264572,264572,2019-05-11 19:41:45,4707867759656333,fraud_Gibson-Deckow,entertainment,17.09,Susan,Shah,F,9016 Jordan Bypass Apt. 516,Cranks,KY,40820,36.7558,-83.1838,581,"Psychologist, counselling",1967-02-04,0f18aae31cf3fe3ad3dae0ccc61c86af,1336765305,36.912415,-83.123807,0,17
482,518546,518546,2019-08-11 23:57:55,4189814094741,"fraud_Weimann, Kuhic and Beahan",shopping_pos,900.47,Jason,Farmer,M,33165 Larry Walks Suite 960,Ragland,AL,35131,33.7367,-86.1619,4159,Educational psychologist,1998-02-03,f9e7a5d2ede340596d95637ae3f98ae0,1344729475,32.870032,-86.003233,1,1
483,284255,284255,2019-05-20 02:46:50,2720433095629877,"fraud_Schaefer, McGlynn and Bosco",gas_transport,10.74,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,2043634cb710fb8dc8f03b968ed85e4b,1337482010,43.804709,-69.845701,1,21
484,288000,288000,2019-05-21 15:51:48,2260801330657968,"fraud_Heathcote, Yost and Kertzmann",shopping_net,1041.69,Monique,Fox,F,755 Gardner Heights Apt. 420,Paxton,MA,1612,42.3066,-71.9202,4845,Accounting technician,1926-09-14,2e84e3259cef16a50befbdc7f0516aa5,1337615508,42.096601,-72.707537,1,19
485,462775,462775,2019-07-22 23:39:37,676148621961,fraud_Jacobi and Sons,shopping_pos,674.94,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023,39.1118,-89.7855,91,Materials engineer,1962-11-18,2ffd17e74b2e5ec80e2a8374e30b9271,1343000377,38.608515,-90.399188,1,14
486,280778,280778,2019-05-18 23:10:58,675990301623,"fraud_Effertz, Welch and Schowalter",entertainment,495.83,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,bfc053e699989d26a87f86a59234ebba,1337382658,41.17082,-74.996599,1,31
487,987747,987747,2020-02-07 03:02:31,372509258176510,"fraud_Parisian, Schiller and Altenwerth",misc_net,806.03,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,54da896e17b0168c2b0f1d88926b8447,1360206151,43.503539,-82.950339,1,22
488,77807,77807,2019-02-15 20:23:32,6011603272871604,fraud_Gleason-Macejkovic,shopping_net,905.1,Robert,Holland,M,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,1969-05-16,d59155df2f5a219955290d48041c0612,1329337412,33.002437,-83.819845,1,10
489,770030,770030,2019-11-25 14:19:20,343472729187663,fraud_Collier LLC,home,49.68,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",1971-08-05,f6b2a55029067704bbe74b5b43d71566,1353853160,44.240231,-71.265623,0,30
490,665514,665514,2019-10-10 23:01:40,568279015842,fraud_Kuhic Inc,grocery_pos,303.88,Micheal,Hernandez,M,6139 Mark Rapid Apt. 651,Christine,ND,58015,46.5522,-96.7909,291,Television floor manager,1991-05-01,169a68631a2513d42f548350993db23b,1349910100,46.665316,-97.483871,1,28
491,651827,651827,2019-10-05 02:27:21,213102873001603,fraud_Bernhard Inc,gas_transport,61.36,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,1dd49c6df17e5188464a8b3fb8185636,1349404041,43.101406,-123.544468,0,37
